Present_Tmax,Present_Tmin,LDAPS_RHmin,LDAPS_RHmax,LDAPS_Tmax_lapse,LDAPS_Tmin_lapse,LDAPS_WS,LDAPS_LH,LDAPS_CC1,LDAPS_CC2,LDAPS_CC3,LDAPS_CC4,LDAPS_PPT1,LDAPS_PPT2,LDAPS_PPT3,LDAPS_PPT4,lat,lon,DEM,Slope,Solar radiation,Next_Tmax
29.1,22.7,29.49395561,75.39440155,31.16278329,24.23830917,6.488593976000001,18.84985765,0.622642291,0.7329487709999999,0.221578252,0.068029193,0.018573318000000002,0.004117315999999999,0.0,0.0,37.4967,126.927,30.968000000000004,0.618,5825.110352000001,29.2
29.1,23.8,65.33420563,98.86766815,25.84599735,22.09198619,7.927441428,87.5507131,0.445015999,0.5286509220000001,0.131361262,0.000524404,0.00683559,0.51479309,0.010301024,0.0,37.6181,127.00399999999999,146.554,4.7296,5610.561035,29.4
36.0,26.6,50.60135269,93.87595367,34.12903913,26.41936285,6.533233792000001,100.4299895,0.041991362000000004,0.008003676999999999,0.028401047999999998,0.018150023,0.0,0.0,0.0,0.0,37.645,127.022,45.716,2.5348,5056.626465,36.1
29.7,21.5,71.6080246,98.75968933,28.51968491,22.25069192,10.42111011,50.10058376,0.021688371,0.083655501,0.574683572,0.8888454140000001,0.0,0.0,0.034648161000000004,7.805577025,37.6181,127.00399999999999,146.554,4.7296,5892.493652,29.0
29.5,20.9,42.52163315,82.86714172,28.52346208,20.91042834,6.409959575,47.34039195,0.049508187,0.023500194,0.129045758,0.13022195,0.0,0.0,0.0,0.0,37.5776,126.93799999999999,75.0924,1.7678,4535.02002,30.1
30.0,23.5,58.6556282,94.27919006,27.11060904,23.16110393,6.398280804,79.31166176,0.451481745,0.6981841999999999,0.139578175,0.003453895,0.0,0.06452694,0.020360882,0.0,37.4697,126.995,82.2912,2.2579,5514.975098,29.3
30.9,25.0,33.27306366,87.84365082,33.23755112,23.26462555,6.19939669,98.12013102,0.074951668,0.109929242,0.009724344000000001,0.007637941999999999,0.000558372,0.0,0.0,0.0,37.5102,127.086,21.9668,0.1332,5112.584961,33.3
28.3,23.6,54.68353271,83.08847046,30.93468193,24.35613954,4.057145471,85.45317805,0.19044083399999998,0.17301425899999998,0.176698528,0.020221479,0.0,0.0,0.0,0.0,37.4697,126.995,82.2912,2.2579,5399.98584,32.1
29.0,20.8,58.29466248,91.63782501,27.03581062,23.64680306,6.013349801,61.60331706,0.51208453,0.424380905,0.590933618,0.645467176,0.04798889,0.0,0.6655157979999999,0.902537247,37.5776,127.05799999999999,33.3068,0.2661,4689.235352000001,28.2
28.4,22.8,38.61194992,90.91137695,30.46961283,24.35196594,6.436514179,38.70161668,0.38132709200000003,0.35746113799999996,0.155692757,0.135004261,0.005894578,0.20746848,0.0,0.0,37.5507,126.93700000000001,30.0464,0.8552,4808.338379,30.0
30.1,21.5,38.85865784,84.01185608,29.21955418,21.01161029,5.549288292999999,57.41271242,0.021188001,0.030712278,0.046700063,0.146462635,0.001024028,0.0,0.0,0.0,37.4697,126.91,52.518,1.5629,4478.937011999999,30.0
29.2,23.9,46.7244606,82.96242523,31.64319893,25.04404477,6.038158049,7.588461558,0.396546261,0.15354709,0.024163208,0.15712469099999998,0.0,0.0,0.0,0.0,37.5237,126.97,19.5844,0.2713,4790.469727000001,31.9
34.5,26.1,44.87947083,90.30101776,34.99211217,26.03100436,6.183960627,157.9652075,0.083169141,0.010330234,0.071477275,0.32285923899999996,0.0,0.0,0.0,0.0,37.5507,127.135,35.038000000000004,0.5055,5205.333984000001,34.7
25.6,21.4,58.3506813,82.17347717,27.30549002,21.61761785,5.955132335,56.68715588,0.621413024,0.628613878,0.44516466299999996,0.127183926,0.0183834,0.0,0.0,0.0,37.4832,127.024,56.4448,1.2313,5804.297363000001,31.8
30.3,21.8,39.31782913,75.71669769,30.70233881,24.41331899,6.188905468,27.41905427,0.067142047,0.072128237,0.240188395,0.310263894,0.0,0.0,0.0,0.0,37.5507,126.988,132.118,0.5931,5589.288574,32.0
29.2,27.3,66.40570831,99.82660675,29.44169314,24.13819114,5.872732371000001,101.1098838,0.5216264110000001,0.426733907,0.04096811,0.007521722,2.179938818,0.00683527,0.0,0.0,37.645,127.022,45.716,2.5348,5482.38916,31.6
29.3,19.7,36.06182098,85.07449341,29.9325974,20.66264179,5.564157302000001,42.984006799999996,0.03509365,2.6700000000000002e-05,0.017839793,0.029761195,0.0,0.0,0.0,0.0,37.4697,126.91,52.518,1.5629,4478.937011999999,31.0
28.3,18.8,60.53792191,90.40169525,27.49128518,21.89451466,8.014667412,52.3697508,0.27638816899999996,0.275322837,0.444252384,0.620934318,0.0,0.0,0.0,0.22865998699999998,37.6046,126.991,212.335,2.785,5987.71875,27.7
25.9,24.2,83.11426544,95.08815002,25.54743851,23.21201846,8.439609359,45.74740616,0.814741408,0.855776017,0.955123156,0.8966905000000001,0.029409596,2.040961911,4.481655598,0.834947447,37.5102,127.086,21.9668,0.1332,5761.193848,25.5
32.1,25.6,48.58900452,73.76709747,32.49865893,25.13929021,6.532256622999999,49.46234274,0.23612808600000001,0.545045424,0.37887439,0.353232617,0.0,0.0,0.041120765,0.0,37.5102,127.042,54.6384,0.1457,5617.494140999999,34.1
27.8,23.8,96.16981506,99.94646454,26.10786396,24.01882354,11.85718977,8.187835972,0.785301771,0.96835306,0.634851576,0.620179272,0.098520005,2.882375622,0.045695544000000005,0.016854489,37.6181,127.00399999999999,146.554,4.7296,5883.891602000001,27.5
37.6,26.8,44.25425339,87.74551392,34.79402086,27.150764399999996,6.366597782,111.2251176,0.21889204899999998,0.094288112,0.004282567,0.00034308,0.0,0.0,0.0,0.0,37.4832,127.024,56.4448,1.2313,5082.563477000001,37.0
31.5,25.5,79.33574677,93.95780182,29.04440785,25.89024935,6.903289,45.4939034,0.430562702,0.8631494609999999,0.600608053,0.439423788,0.0,1.7562011480000002,0.045062153,0.01373812,37.5372,127.085,28.7,0.6233,5493.429199,29.4
25.1,20.9,92.17433929,99.43255615,24.01702644,21.81124413,8.568712195,31.21114692,0.671668528,0.857577888,0.376218531,0.372797969,1.058205709,5.844709431,0.18020323600000002,0.022965074,37.6046,126.991,212.335,2.785,5827.258789,27.8
27.1,21.8,68.79098511,96.96363068,29.47446622,22.47552913,6.685437212,97.85493114,0.19673909399999998,0.09164199,0.068839645,0.074631002,0.0,0.0,0.0,0.0,37.6046,126.991,212.335,2.785,5812.293457,31.0
30.1,21.7,77.81179809999999,95.92107391,27.57409569,23.67576952,8.484401782,57.79966392,0.895528432,0.703376502,0.684419365,0.778526658,1.901497737,1.092041981,0.0,0.22783035699999998,37.4967,126.82600000000001,50.9312,0.4125,5525.123047,26.4
32.5,25.2,49.4151001,87.28836059999999,33.35396302,25.21258784,5.949886501,59.66488576,0.044414475,0.08625321300000001,0.01195188,0.13332106400000002,0.0,0.0,0.0,0.0,37.5776,126.93799999999999,75.0924,1.7678,5303.9375,34.1
30.1,23.7,60.55377579,89.82693481,30.80724834,24.50534923,5.685788194,66.72449195,0.19551384300000002,0.139230293,0.059038907,0.09152050099999999,0.0,0.0,0.0,0.0,37.4697,126.91,52.518,1.5629,5673.949219,34.2
34.3,27.9,69.68383789,86.67901611,30.149031199999996,27.06612804,5.026710331,56.34606338,0.276419448,0.691559083,0.7795051620000001,0.30949286800000003,0.0,0.016297561000000002,4.394791719,0.007162324,37.5102,127.042,54.6384,0.1457,5037.928223,32.1
33.6,25.0,59.03556442,90.70215607,33.29157077,27.14712316,7.746523082,92.06767098,0.33630439100000004,0.271671695,0.050222823,0.0012340860000000001,0.0,0.0,0.0,0.0,37.4832,127.024,56.4448,1.2313,5230.736816,35.3
34.2,25.4,57.30168152,86.3901825,32.23033292,26.47933975,6.2982525229999995,98.86101456,0.475728241,0.299584801,0.23667232100000002,0.056787681,0.012698536000000002,0.0,0.00158231,0.0,37.4967,126.82600000000001,50.9312,0.4125,5198.822265999999,34.4
34.4,23.9,53.108829500000006,88.69137573,32.96750602,25.51411657,16.42905239,139.7495155,0.331464624,0.275621905,0.331705906,0.504529585,0.035738826,0.0,0.0,0.25824833199999997,37.6181,127.00399999999999,146.554,4.7296,5479.45752,35.2
26.6,24.0,74.51839447,92.12030029,27.04132422,24.51186551,5.656832099,30.15726523,0.542642984,0.624574315,0.593275685,0.26595935,0.057626681,0.506696839,0.0,0.0,37.5102,127.042,54.6384,0.1457,5701.249022999999,28.5
28.2,21.1,62.50899124,88.93598175,26.79040498,21.760351999999997,8.782101313,88.39788906,0.029019753,0.32015688,0.5193468960000001,0.703042249,0.0,0.0,0.0,0.0,37.6046,126.991,212.335,2.785,5245.199219,25.2
24.1,20.8,49.64502716,90.24151611,30.65387907,22.79669975,7.142809987000001,77.87518318,0.24636605600000003,0.07243587,0.021447313,0.014699733000000001,0.0,0.0,0.0,0.0,37.5102,127.086,21.9668,0.1332,5736.805176,31.1
32.7,27.1,47.03622818,89.36838531,33.5415568,25.61486337,8.547028462,114.7023737,0.605635251,0.29192727399999996,0.0018355829999999998,0.0,8.072121418,0.000477265,0.0,0.0,37.5102,127.086,21.9668,0.1332,5171.381348,29.6
26.5,19.4,34.44887161,78.59741211,28.67564148,18.00864342,6.088963052,42.96328257,0.042011612999999996,1.11e-05,0.160809321,0.06213872,0.0,0.0,0.0,0.001928187,37.4697,126.91,52.518,1.5629,5845.816895,30.4
34.0,27.0,68.80787659,94.32705688,30.75958777,24.73275319,6.226019909,54.43499319,0.614399889,0.805387524,0.715328669,0.451690775,12.99796784,2.681916568,0.11738221800000001,0.0,37.4697,126.91,52.518,1.5629,5232.047852000001,33.3
30.9,25.8,62.39855957,95.73078156,29.92064335,24.91348887,12.22285984,100.45876779999999,0.242645112,0.099135578,0.240602695,0.077796502,0.0,0.0,0.0,0.0,37.6181,127.00399999999999,146.554,4.7296,5610.561035,31.8
25.9,21.5,73.00840759,91.06847382,23.65621226,21.02351696,11.09308495,65.29918496,0.583724169,0.75714119,0.829054738,0.9075964190000001,0.0,4.303777456000001,7.60340929,5.175811936000001,37.5776,126.93799999999999,75.0924,1.7678,5069.371094,24.4
30.4,23.2,35.43240356,78.26646423,32.41977283,23.22628488,6.257639448,50.39106401,0.040463791,0.12036314,5.44e-05,0.0,0.0,0.0,0.0,0.0,37.5776,126.93799999999999,75.0924,1.7678,5161.941406,32.4
31.9,23.7,34.53185272,82.03313446,32.03921081,23.58952931,6.383656104,72.79116517,0.183013777,0.004745362,0.004521927,0.004554852,0.0,0.0,0.0,0.0,37.4562,126.955,208.507,5.1782,4806.566406,32.8
29.6,21.0,39.82485962,85.31975555,31.67116412,20.98002594,6.288610617000001,14.33319986,0.034043876,0.028507384,0.064410778,0.153145478,0.0,0.0,0.0,0.0,37.4967,126.927,30.968000000000004,0.618,5857.949707,31.5
30.5,25.9,65.78509521,90.83834839,29.86854538,25.87987236,8.169259032000001,54.37046889,0.41013707,0.44395462399999996,0.420783311,0.307029492,0.0,0.0,0.0,0.0,37.4562,126.955,208.507,5.1782,5631.025390999999,30.7
27.6,20.7,29.70167923,67.35910797,30.33953676,18.09693747,10.0050903,12.39443509,0.0,0.0,0.09882286300000001,0.452859254,0.0,0.0,0.0,0.0,37.5237,126.97,19.5844,0.2713,4568.769043,29.1
25.5,20.4,52.56753922,69.13796234,28.66787653,22.81559994,7.597150465,23.32034453,0.633366772,0.588204776,0.34554737,0.099760451,0.0,0.0,0.0,0.0,37.5507,126.93700000000001,30.0464,0.8552,5807.975586,32.8
30.8,22.1,43.22035217,81.43943787,30.57897645,24.19409421,5.791746279,43.32087545,0.081837715,0.080825617,0.19048052,0.329118381,0.0,0.0,0.0,0.0,37.5776,126.93799999999999,75.0924,1.7678,5565.212402,31.4
30.6,23.1,48.73462677,86.86421967,28.13201647,20.37215413,5.257099112,91.29098852,0.135769614,0.15814588599999999,0.291608057,0.401865111,0.0,0.0,0.0,0.06609552099999999,37.4832,127.024,56.4448,1.2313,4593.259277,30.2
31.7,25.5,74.81594086,94.81523895,26.68235701,24.10566788,4.762985885,34.21653444,0.776261455,0.787601628,0.712857139,0.803128565,3.89432961,0.397377826,0.0,0.0,37.4967,126.82600000000001,50.9312,0.4125,5387.100098,32.5
30.5,25.3,85.23179626,99.62160492,26.781654100000004,24.26505594,6.009887088999999,46.85544974,0.81905507,0.737157194,0.5027619870000001,0.576682967,1.447974638,0.8329409609999999,0.010063052,0.029996922999999998,37.645,127.022,45.716,2.5348,5583.532715,25.7
29.3,20.8,35.76856995,73.08919525,27.35836948,20.17811905,5.725574474,8.612652938,0.071638094,0.460992581,0.390748769,0.492730944,0.0,0.0,0.0,0.0,37.5237,126.97,19.5844,0.2713,4607.025879,27.2
34.4,24.6,44.02949142,77.81845856,35.29106942,27.19791454,11.93827651,85.20317713,0.39484454799999996,0.297468175,0.339692461,0.496438348,0.01013462,0.001857151,0.0,0.49584137799999994,37.5776,126.93799999999999,75.0924,1.7678,5431.715332,35.2
28.4,21.2,33.414970399999994,83.44542694,31.07272776,20.09804014,5.39075611,33.41642503,0.0442329,0.041071882000000004,0.11848907199999999,0.257259597,0.0,0.0,0.0,0.00653752,37.5776,127.083,59.8324,2.6865,5827.705078,32.3
26.7,23.5,59.94117355,96.97054291,30.58476957,24.78545194,7.989755174,108.5786595,0.5327995839999999,0.251442575,0.141894741,0.086939961,3.16309015,0.0,0.0,0.0,37.5507,127.135,35.038000000000004,0.5055,5483.246094,30.9
25.1,21.7,55.11396027,94.27497864,28.11257773,22.30274083,6.841047496,14.95201548,0.514495939,0.233004922,0.11659526099999999,0.197876456,0.0048577329999999995,0.0,0.0,0.0,37.4967,126.927,30.968000000000004,0.618,4786.317871,28.7
23.1,21.3,72.98562622,98.90575409,28.23172559,22.61471464,10.374683300000001,54.318716200000004,0.79203267,0.7890548009999999,0.336950495,0.38588552299999995,5.7994288979999995,0.874443745,0.0,0.0,37.6046,126.991,212.335,2.785,5868.59668,26.1
30.4,23.6,76.82709503,87.60327148,23.54890526,21.46348786,6.629431625,66.12611532,0.6983662270000001,0.630008625,0.66559045,0.41662249100000004,0.356914413,0.069469493,0.24854658300000002,0.005955497,37.5237,126.90899999999999,17.2956,0.2223,5838.980469,25.3
26.2,21.8,61.79670334,94.57324219,25.45701881,20.35776061,9.688351293,58.63031838,0.300624712,0.44092456700000004,0.9083529509999999,0.967349129,0.0,0.09131783199999999,5.962186416000001,8.313270767999999,37.5507,127.04,26.298000000000002,0.5721,5834.452147999999,24.7
33.2,27.1,48.33454895,81.15290833,31.12033352,25.42241071,6.657412549,67.90750563,0.06576496700000001,0.068154385,0.202967222,0.717789943,0.0,0.0,0.0,0.0,37.4697,126.91,52.518,1.5629,4634.48291,33.4
28.6,20.9,46.68307114,77.61455536,32.04580953,24.2025606,6.2944623129999995,44.77328916,0.08824604800000001,0.024662597,0.07895095099999999,0.004973448,0.0,0.0,0.0,0.0,37.5237,126.90899999999999,17.2956,0.2223,5790.700195,33.3
32.7,27.0,39.82788467,69.38253784,34.7286061,26.33127192,7.693584303,25.82759666,0.071339838,0.335654209,0.21376498300000002,0.054034153,0.0,0.0,0.0,0.0,37.5507,126.93700000000001,30.0464,0.8552,5355.958008,34.5
33.8,23.3,70.39937592,93.78620911,27.22318799,22.4080893,7.721581617999999,86.10359899,0.071760746,0.39594176200000003,0.498901449,0.473667505,0.0,0.0,0.0,0.0,37.5507,127.135,35.038000000000004,0.5055,5767.609375,30.3
26.0,23.2,62.03893662,94.35649872,29.42623953,22.9719997,6.445846697,105.97598729999999,0.422793139,0.237031047,0.160218621,0.059431179,0.786612511,0.0,0.0,0.0,37.5507,127.135,35.038000000000004,0.5055,5778.930664,31.3
26.5,22.0,65.02926636,93.78432465,24.68692943,20.50009043,9.020396233,62.34147954,0.286072326,0.471937196,0.921040396,0.9406755529999999,0.0,0.271399558,5.501344067000001,10.50049929,37.5102,127.042,54.6384,0.1457,5848.636719,24.0
32.6,25.3,41.58289337,81.94677734,35.24029124,26.00170605,6.75976042,82.97997427,0.049609044000000005,0.032623208,0.145798942,0.120106247,0.0,0.0,0.0,0.0,37.4562,126.955,208.507,5.1782,5297.417969,35.4
26.6,23.4,50.32110214,92.7644043,32.15600534,24.13555798,6.413055152,32.32905499,0.8354490040000001,0.469645831,0.14287338900000002,0.0063677130000000005,0.06385845799999999,0.013284691000000001,0.0,0.0,37.5507,126.93700000000001,30.0464,0.8552,5841.97168,29.9
31.3,26.1,74.64411926,92.92303467,28.61752591,25.70329346,8.675019821,94.8337814,0.691240518,0.861838662,0.30092739399999996,0.2284636,0.036791116,0.052318692,0.011324476000000002,0.0,37.5776,126.838,12.37,0.0985,5406.260254,31.3
30.8,21.4,62.52885437,95.39995575,29.65141407,21.91022944,6.248076091000001,76.67216432,0.036481474,0.082678705,0.6828608420000001,0.851692584,0.0,0.0,0.021408333999999998,11.88589494,37.6181,127.09899999999999,53.4712,0.6970000000000001,5831.25,28.8
28.5,23.8,53.23643875,90.69042969,31.13215806,23.89745323,5.381147554,76.32332532,0.29330854300000003,0.279920292,0.448454461,0.505306244,0.0,0.0,0.020959298,0.032762858,37.4697,126.995,82.2912,2.2579,5447.843261999999,30.1
32.3,21.2,44.931583399999994,82.5302887,32.50082906,23.79387942,5.73694102,85.21232573,0.026217378,0.164475258,0.311549784,0.274366752,0.0,0.0,0.0,0.0,37.5102,127.086,21.9668,0.1332,5632.53418,32.9
26.1,21.2,52.62223816,88.43070221,29.870505800000004,22.79049836,3.6288958289999997,51.95624415,0.777475865,0.437009376,0.263190745,0.500108343,0.005250313,0.0,0.0,0.0,37.5102,127.086,21.9668,0.1332,5665.337890999999,28.1
32.3,20.7,56.43708420000001,90.51082611,30.07681292,23.12399829,6.270480841,116.9962822,0.022479099,0.014226796000000002,0.086410736,0.311123795,0.0,0.0,0.0,0.0,37.4967,126.82600000000001,50.9312,0.4125,5807.630859000001,33.0
33.5,26.9,42.73809052,84.78778839,33.2746816,25.82701372,6.801051825,61.57244754,0.332136387,0.14408494300000002,0.082478321,0.038791727000000005,0.01023538,0.0,0.0,0.0,37.5102,127.042,54.6384,0.1457,4972.712890999999,34.9
31.1,25.0,50.68940735,79.31745911,32.9560405,26.60528073,5.971856067999999,16.38506571,0.133698956,0.189976796,0.481609775,0.661767788,0.0,0.0,0.0,0.008671081,37.4967,126.927,30.968000000000004,0.618,5437.17041,27.5
28.8,24.4,57.41127014,97.02639771,30.26958808,23.98199566,7.538913558,85.31269558,0.454223405,0.252554571,0.07303478,0.01799134,15.34778846,0.0,0.001667661,0.0,37.6046,126.991,212.335,2.785,5053.921386999999,30.3
27.9,23.0,48.7142334,90.83881378,31.01271932,24.287467499999998,8.163316011000001,33.09488567,0.294708615,0.10121909800000001,0.09257676699999999,0.103165534,0.0,0.0,0.0,0.0,37.5507,126.988,132.118,0.5931,5377.179199,28.8
31.4,23.5,54.26792908,87.10439301,30.39155883,26.14345965,5.411486247999999,60.33322183,0.419958428,0.317126686,0.273409024,0.467924606,0.015181867,5.56e-05,0.0,0.0,37.6046,127.03200000000001,44.7624,0.5141,5615.219727000001,31.0
26.9,22.6,57.12152863,98.14205933,28.93284844,21.15883257,4.708145658,85.50435225,0.776326346,0.33170621899999997,0.347335694,0.438905835,0.09017514900000001,9.990000000000002e-05,0.05655128,0.0,37.645,127.022,45.716,2.5348,5670.164063,28.7
30.3,25.6,59.56726456,84.33242798,30.75095133,24.26004368,6.33814622,74.56203969,0.33669352799999996,0.37077624,0.262453763,0.153780056,0.0,0.0,0.0,0.0,37.5102,127.086,21.9668,0.1332,5455.287598,32.6
30.1,24.1,51.54015732,75.93833923,29.33312807,24.59153586,6.69186011,41.08085207,0.170746827,0.239938502,0.35128658,0.004223805,0.0,0.0,1.337773144,0.0,37.5237,126.97,19.5844,0.2713,4568.769043,31.4
25.4,23.8,83.54647064,94.25064087,25.78248497,23.12045492,8.944113612,46.72670253,0.816202882,0.8738773320000001,0.9760177,0.888297397,0.08066918299999999,3.059579025,4.217665762,0.850792468,37.5507,127.04,26.298000000000002,0.5721,5768.349609000001,24.7
26.1,22.4,62.35810852,92.2955246,25.44230742,20.77861397,4.2055874069999994,23.99155488,0.68431304,0.689708743,0.5746667639999999,0.486394815,0.47193686,0.0,0.0,0.001731839,37.5776,127.05799999999999,33.3068,0.2661,5065.961426,23.5
32.0,21.5,47.95401001,83.52059174,32.918388300000004,24.23279569,6.611595073999999,98.01134372,0.166192575,0.22219412100000002,0.116464828,0.143311579,0.0,0.0,0.0,0.0,37.4697,126.995,82.2912,2.2579,4790.760742,33.1
27.5,17.5,39.09989548,73.54471588,28.17320227,19.68612282,5.706335336,43.72845312,0.096266984,0.005342475,0.311215665,0.22810089600000003,0.0,0.0,0.006780895,0.044909485,37.5776,126.93799999999999,75.0924,1.7678,5875.916015999999,29.6
30.1,23.7,72.23435211,96.62140656,28.76614942,22.50845243,8.220773757,80.26505327,0.726671672,0.585859868,0.496703465,0.35400208200000005,1.459047243,0.174762631,0.0,0.0,37.6046,126.991,212.335,2.785,5868.59668,25.2
26.2,24.4,57.68666077,87.40434265,30.27857752,24.78579725,6.049209416,34.98389812,0.69068534,0.598399593,0.354189714,0.313627077,0.0,0.0,0.0,0.0,37.5776,127.083,59.8324,2.6865,5480.263184,30.1
33.0,27.1,51.79424667,84.11597443,34.47839086,26.93023541,6.480943869,15.9807145,0.087391814,0.090556082,0.29397478899999996,0.118784846,0.0,0.0,0.0,0.0,37.5507,127.04,26.298000000000002,0.5721,5153.790039,33.1
30.2,24.5,61.4211235,87.60904694,31.66800963,26.29036868,9.208311587999999,25.86628401,0.41436208399999996,0.68957882,0.48823802200000005,0.164422395,0.0,0.0050965509999999995,0.0,0.0,37.5237,126.97,19.5844,0.2713,5365.884765999999,32.5
30.4,22.9,44.57857132,85.64576721,32.91997656,24.62330897,7.482209762,28.37007463,0.20795968,0.19908410399999998,0.172645348,0.148890676,0.0,0.0,0.0,0.0,37.5776,127.083,59.8324,2.6865,5670.620117,30.6
28.8,21.1,60.64520645,81.48781586,30.41325395,24.444745,5.057431211,78.9724551,0.342365508,0.46524229100000003,0.192235078,0.359300469,0.0,0.0,0.0,0.0,37.4967,126.82600000000001,50.9312,0.4125,5674.463867,31.6
34.6,26.1,58.46576309,90.84770203,33.95610885,27.66627616,5.220690687,122.2149649,0.387787914,0.439484893,0.350257655,0.151206366,0.0,0.0,0.9216872229999999,14.78193317,37.5507,127.135,35.038000000000004,0.5055,5288.306640999999,32.9
28.5,22.9,66.71457672,89.12969208,29.79596585,25.58493689,6.684968551,38.1201424,0.39880715299999997,0.525128955,0.498677265,0.45360249,0.0,0.0,0.0,0.0,37.5776,126.93799999999999,75.0924,1.7678,5738.621582,29.2
34.2,25.3,51.7673912,84.94765472,34.42175803,28.20214003,4.906242698,60.80567853,0.39792669,0.484871014,0.148488918,0.258421355,0.0,0.0,0.0,2.550401822,37.6046,127.03200000000001,44.7624,0.5141,5302.383301,32.0
28.4,24.0,74.38088989,89.82080078,27.24989746,23.90526148,4.2751310469999995,28.55413055,0.328251903,0.718383103,0.712402385,0.766800967,0.0,0.001871979,0.088774185,0.053542279000000005,37.5507,126.93700000000001,30.0464,0.8552,5304.320313,25.6
29.6,25.1,33.33515549,90.98605347,30.42641653,22.695113,5.876944751,110.5716217,0.137220764,0.08166451,0.019762202,0.033429427000000005,0.0,0.0,0.0,0.0,37.4832,127.024,56.4448,1.2313,4668.837402,32.5
32.2,23.4,45.18501282,85.47172546,30.49373276,22.07311666,4.898975988,143.0657309,0.083783281,0.025983676,0.0,0.010026133000000001,0.0,0.0,0.0,0.0,37.5776,126.838,12.37,0.0985,4671.15918,33.3
27.8,23.0,51.23833084,94.09486389,28.44455016,21.70463646,8.654406428,30.39057088,0.6982142109999999,0.300966,0.078610292,0.338819197,0.610243104,0.0032000490000000004,0.0,0.0,37.5237,126.97,19.5844,0.2713,5843.812988000001,27.8
27.6,21.6,44.35207748,70.46852112,29.55251905,21.21754766,6.305846016,13.51887308,0.06736853,0.056122842,0.165697545,0.155845494,0.0,0.0,0.0,0.0,37.5507,127.04,26.298000000000002,0.5721,4573.437011999999,30.2
28.1,21.6,60.45445251,91.46602631,28.12056682,23.44373305,4.612425605,61.59672578,0.262846349,0.436270751,0.417821658,0.046774357,0.0,0.0,0.0,0.0,37.4832,127.024,56.4448,1.2313,4919.47168,30.5
30.3,22.2,31.45851326,68.38139343,32.26829275,21.92884197,11.33002863,18.15749653,0.025105397999999998,0.102609261,0.285824194,0.5251895000000001,0.0,0.0,0.0,0.0,37.4967,126.927,30.968000000000004,0.618,5204.627441,31.7
28.4,22.1,42.89172363,91.38083649,32.94104066,23.79323038,6.403671851,68.01900546,0.8121350509999999,0.152227433,0.22254983,0.147220057,3.239095191,0.004330795,0.0,0.0,37.5372,127.085,28.7,0.6233,5846.328613000001,32.1
